管理處名稱,工作站,名稱,採樣日期,水溫°C,pH值,EC(μS/cm),備註,版本日期
宜蘭管理處,礁溪站,辛永安圳一支線中游,2021/1/15,19.1,7.53,203,,202101
宜蘭管理處,礁溪站,玉田支線取水門取水口,2021/1/15,19.9,7.5,222,,202101
宜蘭管理處,壯圍站,金同春圳上游,2021/1/21,19.2,7.59,196,,202101
宜蘭管理處,壯圍站,金同春圳下游,2021/1/21,19,7.82,197,,202101
宜蘭管理處,壯圍站,充館圳上游,2021/1/21,19.3,7.49,218,,202101
宜蘭管理處,壯圍站,公館支線分水門,2021/1/21,19,7.59,206,,202101
宜蘭管理處,壯圍站,新城圳取水口,2021/1/21,18.9,7.41,207,,202101
宜蘭管理處,壯圍站,二結湧泉圳引水口,2021/1/21,18.9,7.51,184,,202101
宜蘭管理處,壯圍站,十三股大排上游(補助水源),2021/1/21,19.3,7.43,225,,202101
宜蘭管理處,壯圍站,壯東第二大排(補助水源),2021/1/21,19.1,7.23,356,,202101
宜蘭管理處,壯圍站,壯東第三大排(補助水源),2021/1/21,19,7.31,323,,202101
宜蘭管理處,壯圍站,古亭排水(補助水源),2021/1/21,18.9,8.22,354,,202101
宜蘭管理處,壯圍站,梅洲第一幹線,2021/1/21,18.9,7.31,195,,202101
宜蘭管理處,壯圍站,梅洲第二幹線,2021/1/21,19.1,7.68,190,,202101
宜蘭管理處,壯圍站,梅洲第三幹線,2021/1/21,18.8,7.71,187,,202101
宜蘭管理處,壯圍站,梅洲第四幹線,2021/1/21,18.9,7.54,188,,202101
宜蘭管理處,壯圍站,充公支線,2021/1/21,19.3,7.65,205,,202101
宜蘭管理處,壯圍站,金同春圳導水路,2021/1/21,18.8,7.62,204,,202101
宜蘭管理處,壯圍站,壯東第一大排(輔助水源),2021/1/21,18.9,7.23,342,,202101
宜蘭管理處,壯圍站,充館圳幹線分水門,2021/1/21,19,7.9,223,,202101
宜蘭管理處,員山站,枕山圳上游,2021/1/21,20.4,8.02,98,,202101
宜蘭管理處,員山站,雷公埤圳取水口,2021/1/21,21.2,7.82,214,,202101
宜蘭管理處,員山站,隘界圳取水口,2021/1/21,20.4,7.9,109,,202101
宜蘭管理處,員山站,金大安圳取水口,2021/1/21,20.7,8,130,,202101
宜蘭管理處,員山站,鼻仔頭圳取水口,2021/1/21,21.1,7.98,98,,202101
宜蘭管理處,員山站,大三鬮圳取水口,2021/1/21,20.7,7.96,109,,202101
宜蘭管理處,員山站,內城圳取水口,2021/1/22,21.4,7.31,155,,202101
宜蘭管理處,員山站,內湖圳取水口,2021/1/22,22,7.61,286,,202101
宜蘭管理處,員山站,上深溝圳取水口,2021/1/21,22.7,7.19,358,,202101
宜蘭管理處,員山站,改良番仔圳取水口,2021/1/21,23.7,7.83,370,,202101
宜蘭管理處,員山站,深溝湧泉圳引水口,2021/1/21,23.6,6.9,337,,202101
宜蘭管理處,員山站,金覆興圳取水口,2021/1/21,23.7,7.4,362,,202101
宜蘭管理處,員山站,結頭份排水中游,2021/1/21,21.1,7.67,208,,202101
宜蘭管理處,員山站,茄苳林二排水下游,2021/1/21,21.6,8.06,148,,202101
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第二制水門),2021/1/21,23.1,8.04,357,,202101
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第一制水門),2021/1/21,23.2,7.83,374,,202101
宜蘭管理處,員山站,上深溝圳上游(一支線大安一分線),2021/1/22,21.6,8.49,348,,202101
宜蘭管理處,員山站,深溝排水中游(第三制水門),2021/1/21,23.2,7.87,335,,202101
宜蘭管理處,員山站,深溝排水上游(第一制水門),2021/1/21,23.7,7.83,335,,202101
宜蘭管理處,員山站,蓁巷排水深洲成功二中排上游,2021/1/21,23.5,7.85,438,,202101
宜蘭管理處,員山站,鼻仔頭圳幹線四支線,2021/1/21,20.5,8.02,181,,202101
宜蘭管理處,員山站,枕山圳下游(第二分水門),2021/1/21,22.1,7.98,183,,202101
宜蘭管理處,員山站,隘界圳中游(一支線),2021/1/21,20.4,8.3,108,,202101
宜蘭管理處,宜蘭站,三鬮圳幹線上游,2021/1/19,17.3,6.94,274,,202101
宜蘭管理處,宜蘭站,三鬮圳幹線下游,2021/1/19,17.7,7,285,,202101
宜蘭管理處,宜蘭站,溪洲圳上游,2021/1/19,16.9,6.73,271,,202101
宜蘭管理處,宜蘭站,溪洲圳中游,2021/1/19,17.2,6.85,292,,202101
宜蘭管理處,宜蘭站,美福大排(補助水源),2021/1/19,18,7.03,300,,202101
宜蘭管理處,宜蘭站,舊港大排(補助水源),2021/1/19,17.8,6.93,304,,202101
宜蘭管理處,宜蘭站,振興支線取水口,2021/1/19,17.4,6.92,273,,202101
宜蘭管理處,宜蘭站,金山支線上游(制水門),2021/1/19,16.9,6.77,282,,202101
宜蘭管理處,宜蘭站,員山支線四分線上游,2021/1/19,17,6.59,270,,202101
宜蘭管理處,宜蘭站,員山支線五分線上游,2021/1/19,17.9,7.24,297,,202101
宜蘭管理處,宜蘭站,宜壯振興支線下游,2021/1/19,18.3,7.18,284,,202101
宜蘭管理處,宜蘭站,石橋支線上游(制水門),2021/1/19,17.1,6.83,248,,202101
宜蘭管理處,宜蘭站,宜壯壯五支線A12分線上游,2021/1/19,17.6,6.78,278,,202101
宜蘭管理處,宜蘭站,四鬮支線下游(制水門),2021/1/19,17.9,7.02,284,,202101
宜蘭管理處,宜蘭站,三鬮圳幹線上游(宜員三泰2-1-6小給),2021/1/19,17.2,6.65,279,,202101
宜蘭管理處,宜蘭站,美福大排中游(宜壯振興A-2-7小排),2021/1/19,17.2,6.73,288,,202101
宜蘭管理處,三星站,叭哩沙圳幹線取水口,2021/1/25,19.2,8.14,489,,202101
宜蘭管理處,三星站,天送埤圳上游(天送埤圳幹線),2021/1/25,19.6,8.04,487,,202101
宜蘭管理處,三星站,破布烏圳幹線取水口,2021/1/25,19.4,8.07,482,,202101
宜蘭管理處,三星站,下湖圳幹線取水口,2021/1/25,19.8,7.86,490,,202101
宜蘭管理處,三星站,瓦窯圳幹線取水口,2021/1/25,19.9,8.12,486,,202101
宜蘭管理處,三星站,柑坑圳幹線取水口,2021/1/25,20,8.17,487,,202101
宜蘭管理處,三星站,月眉湖圳幹線取水口,2021/1/25,20,8.1,485,,202101
宜蘭管理處,三星站,張公圍圳幹線取水口,2021/1/25,20,8.22,486,,202101
宜蘭管理處,三星站,阿里史圳第一幹線取水口,2021/1/25,20.2,8.24,488,,202101
宜蘭管理處,三星站,萬富圳幹線取水口,2021/1/25,20.3,7.99,469,,202101
宜蘭管理處,三星站,阿里史圳第五幹線取水口,2021/1/13,20.2,8.05,463,,202101
宜蘭管理處,三星站,黃鳳鳴圳幹線取水口,2021/1/13,21.7,8.23,465,,202101
宜蘭管理處,三星站,大埔圳幹線取水口,2021/1/13,21.7,8.11,474,,202101
宜蘭管理處,三星站,大洲湧泉圳第一幹線取水口,2021/1/13,16.5,7.49,630,,202101
宜蘭管理處,三星站,大洲圳湧泉第二幹線取水口,2021/1/13,20.2,7.63,570,,202101
宜蘭管理處,三星站,大洲湧泉圳第三幹線取水口,2021/1/13,16.5,7.22,559,,202101
宜蘭管理處,三星站,中湧圳幹線取水口,2021/1/13,16.4,7.68,560,,202101
宜蘭管理處,三星站,金漳成圳幹線取水口,2021/1/13,16.7,7.86,571,,202101
宜蘭管理處,三星站,水車溝圳幹線取水口,2021/1/13,16.5,7.98,513,,202101
宜蘭管理處,三星站,月眉圳幹線中游,2021/1/13,17.4,7.96,504,,202101
宜蘭管理處,三星站,萬富圳幹線下游,2021/1/13,20.4,8.11,467,,202101
宜蘭管理處,三星站,三星排水下游(三星排水安農三大義五主給),2021/1/13,20.2,8.2,451,,202101
宜蘭管理處,三星站,中溪洲排水中游(中溪州大排三分線),2021/1/13,16.7,7.06,541,,202101
宜蘭管理處,三星站,三星排水中游(第一取水門),2021/1/13,20.2,8.29,457,,202101
宜蘭管理處,三星站,萬富大排中游(第一取水門),2021/1/13,20.2,8.33,453,,202101
宜蘭管理處,三星站,月眉圳幹線上游(月眉圳幹線四支線萬貴萬德6-8小給,2021/1/13,17.2,8.07,494,,202101
宜蘭管理處,三星站,三星排水上游(三星排水二號傾倒式制水門),2021/1/13,17.2,8.13,489,,202101
宜蘭管理處,三星站,月眉圳幹線中游(月眉圳四支二號傾倒式水門),2021/1/13,17.2,8.13,498,,202101
宜蘭管理處,三星站,張公圍排水中游(張公圍排水一號排水門),2021/1/13,21,8.34,480,,202101
宜蘭管理處,三星站,黃鳳鳴圳幹線上游(黃鳳鳴圳補給線制水門),2021/1/13,22,8.32,462,,202101
宜蘭管理處,三星站,大洲湧泉圳第六幹線下游(大洲湧泉圳第六幹線四分線),2021/1/13,16.6,7.84,582,,202101
宜蘭管理處,三星站,萬富圳幹線上游(萬富圳幹線行健導水路),2021/1/13,20.3,8.16,461,,202101
宜蘭管理處,三星站,水車溝圳幹線下游(安農二尾塹二主給4-4小給),2021/1/13,16.5,6.91,512,,202101
宜蘭管理處,羅東站,歪仔歪圳取水口,2021/1/19,18,7.75,270,,202101
宜蘭管理處,羅東站,打那岸圳取水口,2021/1/19,18.1,7.38,348,,202101
宜蘭管理處,羅東站,月眉圳取水口,2021/1/19,17.7,7.3,329,,202101
宜蘭管理處,羅東站,埔仔圳取水口,2021/1/19,17,7.28,338,,202101
宜蘭管理處,羅東站,金長安圳取水口,2021/1/19,18.1,7.62,257,,202101
宜蘭管理處,羅東站,冬螺圳取水口,2021/1/19,17.6,7.76,302,,202101
宜蘭管理處,羅東站,大光明圳取水口,2021/1/19,15.5,7.95,434,,202101
宜蘭管理處,羅東站,埔林圳取水口,2021/1/19,16.1,8.22,441,,202101
宜蘭管理處,羅東站,柯林圳第一幹線取水口,2021/1/19,16.8,7.63,424,,202101
宜蘭管理處,羅東站,柯林圳第二幹線取水口,2021/1/19,19.6,7.1,383,,202101
宜蘭管理處,羅東站,柯林圳第三幹線取水口,2021/1/19,17.7,7.8,468,,202101
宜蘭管理處,羅東站,柯湧圳取水口,2021/1/19,20,7.15,300,,202101
宜蘭管理處,羅東站,北成圳取水口,2021/1/19,17.4,7.02,292,,202101
宜蘭管理處,羅東站,四人埤圳取水口,2021/1/19,17.3,7.12,333,,202101
宜蘭管理處,羅東站,輕仔腳埤圳取水口,2021/1/19,17,7.23,332,,202101
宜蘭管理處,羅東站,雷公埤圳取水口,2021/1/19,17.4,7.21,302,,202101
宜蘭管理處,羅東站,柯林中排(補助水源),2021/1/19,17.9,7.55,369,,202101
宜蘭管理處,羅東站,柯林圳第五幹線取水口,2021/1/19,18.2,7.61,420,,202101
宜蘭管理處,羅東站,大光明圳下游,2021/1/19,15.5,8.15,436,,202101
宜蘭管理處,羅東站,埔林圳下游,2021/1/19,17.3,8.41,448,,202101
宜蘭管理處,羅東站,冬螺圳第二幹線取水口,2021/1/19,17.3,7.29,287,,202101
宜蘭管理處,羅東站,金長安二幹取水口,2021/1/19,18.4,7.26,242,,202101
宜蘭管理處,羅東站,冬螺湧泉圳取水口,2021/1/19,18.5,7.32,279,,202101
宜蘭管理處,羅東站,金長安二幹中興金2M主給取水口,2021/1/19,18.7,7.26,259,,202101
宜蘭管理處,羅東站,十六份圳幹線下游,2021/1/19,17.8,7.33,298,,202101
宜蘭管理處,五結站,四結支線下游,2021/1/12,17.1,7.96,420,,202101
宜蘭管理處,五結站,五股圳下游,2021/1/12,15.2,8.02,645,,202101
宜蘭管理處,五結站,五結支線下游,2021/1/12,16.7,7.94,351,,202101
宜蘭管理處,五結站,二結支線下游,2021/1/12,15.4,8.24,412,,202101
宜蘭管理處,五結站,萬長春圳取水口,2021/1/12,15.2,8.17,410,,202101
宜蘭管理處,五結站,林和源圳取水口,2021/1/12,14.9,7.9,235,,202101
宜蘭管理處,五結站,茅仔寮二號抽水機,2021/1/12,15.1,7.2,418,,202101
宜蘭管理處,五結站,大吉二號抽水機,2021/1/12,17.2,7.91,472,,202101
宜蘭管理處,五結站,五股三號抽水機,2021/1/12,14.5,7.91,312,,202101
宜蘭管理處,五結站,龍德八號抽水機取水口,2021/1/12,17.6,8.04,259,,202101
宜蘭管理處,五結站,四結支線B5分線,2021/1/12,16.8,8.01,413,,202101
宜蘭管理處,五結站,二結支線第一分線上游,2021/1/12,15.5,8.07,410,,202101
宜蘭管理處,五結站,協和十一之一主給,2021/1/12,15.7,7.87,354,,202101
宜蘭管理處,五結站,五結支線一分線,2021/1/12,16.8,8.01,382,,202101
宜蘭管理處,五結站,五結支線三分線,2021/1/12,17.1,7.82,374,,202101
宜蘭管理處,冬山站,陳進財圳取水口,2021/1/14,18.7,7.37,249,,202101
宜蘭管理處,冬山站,公埔圳取水口,2021/1/14,17.4,7.69,188,,202101
宜蘭管理處,冬山站,珍珠第一抽水機抽水口,2021/1/14,18.7,7.8,210,,202101
宜蘭管理處,冬山站,八仙圳取水口,2021/1/14,17.8,7.65,258,,202101
宜蘭管理處,冬山站,砂仔港圳取水口,2021/1/14,17.1,7.76,265,,202101
宜蘭管理處,冬山站,武淵圳取水口,2021/1/14,17.7,7.62,280,,202101
宜蘭管理處,冬山站,朱九圳取水口,2021/1/14,16.9,7.43,268,,202101
宜蘭管理處,冬山站,莊錦發圳取水口,2021/1/14,17.5,7.47,293,,202101
宜蘭管理處,冬山站,張火盛圳取水口,2021/1/14,17.6,7.43,265,,202101
宜蘭管理處,冬山站,八寶圳取水口,2021/1/14,17.3,7.56,285,,202101
宜蘭管理處,冬山站,順安圳取水口,2021/1/14,17.7,7.44,266,,202101
宜蘭管理處,冬山站,珍珠第二抽水機抽水口,2021/1/14,18,7.85,249,,202101
宜蘭管理處,冬山站,梅花排水(補助水源),2021/1/14,17.4,7.76,506,,202101
宜蘭管理處,冬山站,十三份圳取水口,2021/1/14,17.3,7.83,125,,202101
宜蘭管理處,冬山站,八寶湧泉圳第一幹線取水口,2021/1/14,16.7,7.62,201,,202101
宜蘭管理處,冬山站,八寶湧泉圳第二幹線取水口,2021/1/14,17.8,7.43,286,,202101
宜蘭管理處,冬山站,十六份圳二號抽水機取水口,2021/1/14,18.7,7.69,235,,202101
宜蘭管理處,冬山站,南富一號抽水機取水口,2021/1/14,17.7,7.8,319,,202101
宜蘭管理處,冬山站,林寶春圳南富七主給取水口,2021/1/14,18.1,7.73,314,,202101
宜蘭管理處,冬山站,冬山圳幹線取水口,2021/1/14,17.2,7.55,179,,202101
宜蘭管理處,冬山站,八寶圳下游,2021/1/14,18.5,6.82,274,,202101
宜蘭管理處,冬山站,林寶春支線6主給取水口,2021/1/14,17.9,7.64,206,,202101
宜蘭管理處,冬山站,南富一中排取水口,2021/1/14,18,7.01,204,,202101
宜蘭管理處,冬山站,林吉記支線二分線取水口,2021/1/14,16.9,6.28,180,,202101
宜蘭管理處,冬山站,林寶春第一、二支取水口,2021/1/14,18.5,7.32,230,,202101
宜蘭管理處,冬山站,南富八主給取水口,2021/1/14,18.3,7.75,324,,202101
宜蘭管理處,冬山站,北富一主給取水口,2021/1/14,17.2,7.7,144,,202101
宜蘭管理處,冬山站,順安圳幹線(太員順安區二主給),2021/1/14,17.7,7.42,275,,202101
宜蘭管理處,冬山站,南富3號抽水機取水口,2021/1/14,16.6,7.86,149,,202101
宜蘭管理處,冬山站,順安分線取水口,2021/1/14,16.5,7.47,265,,202101
宜蘭管理處,冬山站,龍德5號抽水機取水口,2021/1/14,17.6,7.22,178,,202101
宜蘭管理處,冬山站,龍德7號抽水機取水口,2021/1/14,17.5,7.65,186,,202101
宜蘭管理處,冬山站,奇武荖抽水機取水口,2021/1/14,17.7,7.41,208,,202101
宜蘭管理處,蘇澳站,金豐萬圳取水口,2021/1/15,18.1,7.88,150,,202101
宜蘭管理處,蘇澳站,金豐萬圳幹線一支線下游,2021/1/15,18.3,7.74,159,,202101
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線上游,2021/1/15,18.1,7.1,141,,202101
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線下游,2021/1/15,18,7.53,224,,202101
宜蘭管理處,蘇澳站,龍德二號抽水機抽水口,2021/1/15,18.3,6.28,471,,202101
宜蘭管理處,蘇澳站,龍德四號抽水機抽水口,2021/1/15,18.3,6.71,566,,202101
宜蘭管理處,蘇澳站,大南澳圳第一幹線取水口,2021/1/18,19.8,6.83,219,,202101
宜蘭管理處,蘇澳站,大南澳圳第二幹線取水口,2021/1/18,19.4,7.02,218,,202101
宜蘭管理處,蘇澳站,大南澳圳第三幹線取水口,2021/1/18,19.1,7.25,256,,202101
宜蘭管理處,蘇澳站,隆恩圳取水口,2021/1/15,18.2,6.42,609,,202101
宜蘭管理處,蘇澳站,隆恩排水中游(隆恩排水制水門),2021/1/15,18.1,6.99,337,,202101
宜蘭管理處,蘇澳站,馬賽中排上游(馬賽中排制水門),2021/1/15,18.4,6.8,588,,202101
宜蘭管理處,蘇澳站,馬賽排水中游(馬賽大排制水門),2021/1/15,18.2,7,180,,202101
宜蘭管理處,蘇澳站,馬賽排水上游(新馬4-5小排),2021/1/15,18.2,7.14,238,,202101
宜蘭管理處,蘇澳站,金豐萬圳下游(金豐萬圳幹線新馬六主給),2021/1/15,18.5,6.87,155,,202101
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2021/1/15,18.1,7.12,191,,202101
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2021/3/12,23.1,7.94,446,,202102
宜蘭管理處,頭城站,溪仔底幹線取水口,2021/3/12,23.5,7.08,277,,202102
宜蘭管理處,頭城站,新興湧泉幹線引水口,2021/3/12,21.9,6.9,201,,202102
宜蘭管理處,頭城站,福德坑圳幹線取水口,2021/3/12,21.7,7.38,130,,202102
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2021/3/12,22.1,7.53,124,,202102
宜蘭管理處,頭城站,北門坑圳幹線取水口,2021/3/12,21.5,7.15,103,,202102
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2021/3/12,23,7.02,187,,202102
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2021/3/12,21.9,7.48,99,,202102
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2021/3/12,22.8,6.25,115,,202102
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2021/3/12,23.4,6.97,228,,202102
宜蘭管理處,頭城站,玉泉圳第一幹線取水口,2021/3/12,23.9,7.36,493,,202102
宜蘭管理處,頭城站,玉泉圳第二幹線取水口,2021/3/12,23.6,7.19,219,,202102
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2021/3/12,23.3,7.3,512,,202102
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2021/3/12,23,7.01,255,,202102
宜蘭管理處,頭城站,淇武蘭圳幹線取水口,2021/3/12,22.9,7.4,215,,202102
宜蘭管理處,頭城站,五股圳幹線礁溪1-17小給取水口,2021/3/12,23.7,7.32,351,,202102
宜蘭管理處,頭城站,玉泉圳第二幹線礁溪白雲二主給取水口,2021/3/12,23.5,7.16,394,,202102
宜蘭管理處,頭城站,湯圍湧泉幹線三支線取水口,2021/3/12,23.4,7.51,516,,202102
宜蘭管理處,頭城站,湯圍湧泉幹線四支線湯圍1-2小給取水口,2021/3/12,23,7.28,394,,202102
宜蘭管理處,頭城站,金面圳金面第二幹線二主給2小給取水口,2021/3/12,22.1,6.92,108,,202102
宜蘭管理處,頭城站,金面第四湧泉圳取水口,2021/3/12,21.9,6.66,192,,202102
宜蘭管理處,礁溪站,辛永安圳取水口,2021/3/16,24.3,7.49,304,,202102
宜蘭管理處,礁溪站,黃德記圳取水口,2021/3/16,24.7,7.34,250,,202102
宜蘭管理處,礁溪站,林源春圳取水口,2021/3/16,24.3,7.55,275,,202102
宜蘭管理處,礁溪站,茅埔圳取水口,2021/3/16,22.6,7.73,278,,202102
宜蘭管理處,礁溪站,大坡圳(龍潭湖)取水口,2021/3/16,24.4,7.58,165,,202102
宜蘭管理處,礁溪站,四結佃圳上游,2021/3/16,24.3,7.51,210,,202102
宜蘭管理處,礁溪站,四結佃圳下游,2021/3/16,22.6,7.39,200,,202102
宜蘭管理處,礁溪站,金長源圳上游,2021/3/16,23.2,7.69,162,,202102
宜蘭管理處,礁溪站,金長源圳下游,2021/3/16,23.5,7.73,165,,202102
宜蘭管理處,礁溪站,金慶安圳取水口,2021/3/16,23.4,7.42,264,,202102
宜蘭管理處,礁溪站,七結湧泉圳上游,2021/3/16,23.3,8.17,192,,202102
宜蘭管理處,礁溪站,柴圍佃圳取水口,2021/3/16,24.5,7.43,252,,202102
宜蘭管理處,礁溪站,民生圳取水口,2021/3/16,23.6,7.5,237,,202102
宜蘭管理處,礁溪站,三民四中排(補助水源),2021/3/16,22.1,7.58,230,,202102
宜蘭管理處,礁溪站,李寶興排水,2021/3/16,22.9,7.47,246,,202102
宜蘭管理處,礁溪站,充公支線塭底分線上游,2021/3/16,24.2,7.61,245,,202102
宜蘭管理處,礁溪站,七結抽水機取水口,2021/3/16,23.1,7.42,255,,202102
宜蘭管理處,礁溪站,朝陽4號抽水機取水口,2021/3/16,23.2,7.44,295,,202102
宜蘭管理處,礁溪站,玉田1號抽水機取水口,2021/3/16,23.5,7.56,287,,202102
宜蘭管理處,礁溪站,玉田2號抽水機取水口,2021/3/16,24.1,7.61,289,,202102
宜蘭管理處,礁溪站,辛永安圳上游(二結排水一結革新二中排茭白9小排),2021/3/16,24.2,7.61,241,,202102
宜蘭管理處,礁溪站,茅埔抽水機取水口,2021/3/16,24.3,7.75,305,,202102
宜蘭管理處,礁溪站,民權抽水機取水口,2021/3/16,23.2,7.86,278,,202102
宜蘭管理處,礁溪站,朝陽2號抽水機取水口,2021/3/16,23.6,7.39,295,,202102
宜蘭管理處,礁溪站,民生圳幹線下游(瑪僯12-6小排),2021/3/16,23,7.54,256,,202102
